Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
The Walking Dead: Survival Instinct,PS3,2013.0,Shooter,0.28,0.15,0.0,0.08,34.0,3.6,M
Major League Baseball 2K10,X360,2010.0,Sports,0.47,0.0,0.0,0.04,76.0,7.6,E
Alice in Wonderland,Wii,2010.0,Adventure,0.25,0.21,0.0,0.05,69.0,7.4,E10+
Ratatouille,PS3,2007.0,Action,0.09,0.32,0.0,0.1,55.0,4.8,E
"SpongeBob SquarePants: Lights, Camera, Pants!",GBA,2005.0,Misc,0.37,0.14,0.0,0.01,,,
Wrecking Crew,NES,1985.0,Platform,0.0,0.0,0.51,0.0,,,
Rugrats: Scavenger Hunt,N64,1999.0,Misc,0.41,0.09,0.0,0.01,,,
International Superstar Soccer 2000 (All region sales),N64,1999.0,Sports,0.01,0.26,0.22,0.02,,,
NBA Live 2004,XB,2003.0,Sports,0.44,0.04,0.0,0.02,85.0,8.2,E
Iron Man,DS,2008.0,Action,0.35,0.12,0.0,0.05,56.0,7,E10+
Alien: Isolation,XOne,2014.0,Shooter,0.22,0.24,0.0,0.04,78.0,7.8,M
Dai-4-Ji Super Robot Taisen S,PS,1996.0,Strategy,0.0,0.0,0.48,0.03,,,
Pro Evolution Soccer 2010,Wii,2009.0,Sports,0.12,0.27,0.06,0.05,82.0,8.4,E
Disney's Kim Possible: Revenge of Monkey Fist,GBA,2002.0,Platform,0.37,0.14,0.0,0.01,62.0,8.8,E
Naruto Shippuden: Clash of Ninja Revolution 3,Wii,2009.0,Fighting,0.44,0.03,0.0,0.04,74.0,8.1,T
Ace Combat Zero: The Belkan War,PS2,2006.0,Simulation,0.15,0.12,0.2,0.04,75.0,8.4,T
Dragon Age: Origins,PC,2009.0,Role-Playing,0.0,0.46,0.0,0.05,91.0,8.6,M
Dynasty Warriors,PSP,2004.0,Action,0.18,0.0,0.3,0.02,62.0,7.3,T
NHL 07,PS2,2006.0,Sports,0.42,0.02,0.0,0.07,76.0,4.6,E10+
SoulCalibur: Broken Destiny,PSP,2009.0,Fighting,0.12,0.2,0.07,0.12,80.0,6.2,T
Dishonored,PC,2012.0,Action,0.26,0.19,0.0,0.06,,,
Dragon Ball: Raging Blast,X360,2009.0,Fighting,0.36,0.08,0.02,0.04,56.0,7.5,T
Naruto Shippuden: Ultimate Ninja Storm 3,X360,2013.0,Fighting,0.29,0.16,0.01,0.05,70.0,7.7,T
Petz: Hamsterz Life 2,DS,2007.0,Misc,0.47,0.0,0.0,0.04,,tbd,
World Championship Poker,XB,2004.0,Misc,0.37,0.11,0.0,0.02,66.0,tbd,E
The BIGS,PS2,2007.0,Sports,0.25,0.19,0.0,0.06,71.0,4.8,E
WWE 2K16,PS3,2015.0,Sports,0.22,0.21,0.0,0.08,,6,T
Final Fantasy,WS,2000.0,Role-Playing,0.0,0.0,0.51,0.0,,,
Dragon Ball Z: Supersonic Warriors,GBA,2004.0,Fighting,0.36,0.13,0.0,0.01,73.0,7,T
NBA Ballers,XB,2004.0,Sports,0.37,0.11,0.0,0.02,82.0,8.1,E
Silent Hill 4: The Room,PS2,2004.0,Action,0.25,0.19,0.0,0.06,76.0,7.8,M
River Raid II,2600,1988.0,Shooter,0.47,0.03,0.0,0.01,,,
Capcom Classics Collection,PS2,2005.0,Misc,0.22,0.17,0.05,0.06,78.0,8.4,T
My Word Coach,Wii,2007.0,Misc,0.46,0.01,0.0,0.04,68.0,tbd,E
Monopoly Party,PS2,2002.0,Misc,0.25,0.19,0.0,0.06,,,
Tiger Woods PGA Tour 13,X360,2012.0,Sports,0.29,0.18,0.0,0.04,77.0,5.6,E
NHL FaceOff 98,PS,1997.0,Sports,0.28,0.19,0.0,0.03,,,
The Saboteur,X360,2009.0,Action,0.26,0.2,0.0,0.05,73.0,8.2,M
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,GBA,2004.0,Action,0.36,0.13,0.0,0.01,56.0,tbd,E
Sonic Riders,PS2,2006.0,Racing,0.42,0.02,0.0,0.07,55.0,7.2,E
Looney Tunes: Back in Action,PS2,2003.0,Platform,0.25,0.19,0.0,0.06,51.0,7.5,E
Monsters vs. Aliens,DS,2009.0,Action,0.33,0.13,0.0,0.05,47.0,tbd,E
Midnight Magic,2600,1983.0,Action,0.47,0.03,0.0,0.01,,,
NHL 09,X360,2008.0,Sports,0.45,0.01,0.0,0.04,88.0,8.4,E10+
Bully: Scholarship Edition,Wii,2008.0,Action,0.17,0.28,0.0,0.06,83.0,8.4,T
WWE SmackDown vs. RAW 2007,X360,2006.0,Fighting,0.44,0.03,0.0,0.04,81.0,7.8,T
Midnight Club II,XB,2003.0,Racing,0.42,0.06,0.0,0.02,86.0,7.6,T
Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,0.0,0.0,0.5,0.0,,,
Tiger Woods PGA Tour 07,PS3,2006.0,Sports,0.31,0.12,0.0,0.07,81.0,tbd,E
Ratatouille,Wii,2007.0,Action,0.43,0.03,0.0,0.04,62.0,6.7,E
Avatar: The Last Airbender,GC,2006.0,Adventure,0.39,0.1,0.0,0.01,60.0,6.5,E10+
Blue's Clues: Blue's Big Musical,PS,2001.0,Misc,0.28,0.19,0.0,0.03,,,
The Mummy Returns,PS2,2001.0,Action,0.25,0.19,0.0,0.06,44.0,7,T
Cars Toon: Mater's Tall Tales,Wii,2010.0,Misc,0.45,0.02,0.0,0.03,,tbd,E
Paws & Claws: Dogs & Cats Best Friends,DS,2007.0,Simulation,0.46,0.01,0.0,0.04,,,
Hitman: Blood Money,PS2,2006.0,Action,0.25,0.19,0.0,0.06,83.0,8.4,M
Disney Sing It,PS2,2008.0,Misc,0.25,0.19,0.0,0.06,,tbd,E
Chopper Command,2600,1982.0,Shooter,0.47,0.03,0.0,0.01,,,
Lost: Via Domus,PS3,2008.0,Action,0.19,0.22,0.0,0.09,54.0,6.9,T
Crash: Mind Over Mutant,PS2,2008.0,Platform,0.25,0.19,0.0,0.06,73.0,6.5,E10+
Activision Anthology,PS2,2002.0,Misc,0.25,0.19,0.0,0.06,75.0,7.7,E
Picross DS,DS,2007.0,Puzzle,0.17,0.02,0.3,0.02,83.0,8.7,E
Pro Evolution Soccer 2012,X360,2011.0,Action,0.1,0.34,0.0,0.07,78.0,6.6,E
Final Fantasy II Anniversary Edition,PSP,2007.0,Role-Playing,0.36,0.02,0.07,0.04,63.0,7.1,T
Test Drive Unlimited,PSP,2007.0,Racing,0.08,0.27,0.0,0.15,80.0,7.3,E10+
Harry Potter and the Half-Blood Prince,PSP,2009.0,Action,0.18,0.2,0.0,0.12,,6.6,E
Unit 13,PSV,2012.0,Shooter,0.25,0.13,0.04,0.07,71.0,7.5,T
R.U.S.E.,PS3,2010.0,Strategy,0.18,0.22,0.02,0.08,76.0,7.3,T
Theatrhythm: Final Fantasy,3DS,2012.0,Misc,0.22,0.07,0.18,0.02,78.0,7.8,E10+
Prince of Persia Trilogy,PS3,2010.0,Action,0.17,0.24,0.0,0.09,,,
Goldeneye 007: Reloaded,X360,2011.0,Shooter,0.25,0.2,0.0,0.05,72.0,6,T
Rugrats in Paris: The Movie,N64,2000.0,Action,0.4,0.09,0.0,0.01,,,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,DS,2009.0,Adventure,0.12,0.32,0.0,0.06,,,
Star Wars: Jedi Starfighter,PS2,2002.0,Simulation,0.24,0.19,0.0,0.06,81.0,8.3,T
Tactics Ogre: The Knight of Lodis,GBA,2001.0,Role-Playing,0.13,0.05,0.31,0.01,88.0,9.1,E
"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PS3,2010.0,Shooter,0.24,0.18,0.0,0.08,,,
Super Robot Taisen MX,PS2,2004.0,Strategy,0.0,0.0,0.5,0.0,,,
Sega Bass Fishing,Wii,2008.0,Sports,0.45,0.01,0.0,0.04,59.0,6.3,E
Bases Loaded '96: Double Header,PS,1995.0,Sports,0.28,0.19,0.0,0.03,,,
Dead or Alive Ultimate,XB,2004.0,Fighting,0.3,0.1,0.08,0.02,83.0,8.7,M
RPG Maker,PS,1997.0,Role-Playing,0.11,0.07,0.29,0.03,66.0,8.2,E
Major League Baseball 2K12,X360,2012.0,Sports,0.47,0.0,0.0,0.03,68.0,6.4,E
Rooms: The Main Building,DS,2010.0,Adventure,0.1,0.34,0.01,0.05,56.0,tbd,E
Dance Dance Revolution Universe 2,X360,2007.0,Simulation,0.46,0.0,0.0,0.04,65.0,7.4,E10+
Burnout Revenge,X360,2006.0,Racing,0.42,0.04,0.0,0.04,89.0,8.1,E10+
Star Wars: Clone Wars,PS2,2002.0,Shooter,0.24,0.19,0.0,0.06,,,
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004.0,Action,0.24,0.19,0.0,0.06,65.0,7.3,E
Madden NFL 13,Wii,2012.0,Sports,0.47,0.0,0.0,0.03,,7.3,E
Madden NFL 11,PS2,2010.0,Sports,0.41,0.02,0.0,0.07,,7,E
Monster Hunter,PS2,2004.0,Role-Playing,0.11,0.08,0.28,0.03,68.0,8.9,T
NBA Street Homecourt,X360,2007.0,Sports,0.45,0.01,0.0,0.04,80.0,8.2,E
Tony Hawk's Underground 2,GC,2004.0,Sports,0.38,0.1,0.0,0.01,82.0,8.9,T
SplashDown: Rides Gone Wild,PS2,2003.0,Racing,0.24,0.19,0.0,0.06,80.0,8.7,E
Super Famista 5,SNES,1996.0,Sports,0.0,0.0,0.5,0.0,,,
Shrek SuperSlam,PS2,2005.0,Action,0.24,0.19,0.0,0.06,67.0,9,E10+
Rayman Advance,GBA,2001.0,Platform,0.36,0.13,0.0,0.01,84.0,8.4,E
Super Robot Taisen Z,PS2,2008.0,Strategy,0.0,0.0,0.5,0.0,,,
PoPoLoCrois Monogatari,PS,1996.0,Role-Playing,0.0,0.0,0.46,0.03,,,
Wet,X360,,Shooter,0.23,0.21,0.01,0.05,69.0,7.3,M
Tomb Raider: Anniversary,PS2,2007.0,Action,0.41,0.02,0.0,0.07,,8.2,T
Fantastic 4,PS2,2005.0,Action,0.41,0.01,0.0,0.07,64.0,7.8,T
Men in Black II: Alien Escape,PS2,2002.0,Shooter,0.24,0.19,0.0,0.06,50.0,7.3,T
RealSports Tennis,2600,1982.0,Sports,0.46,0.03,0.0,0.01,,,
Nicktoons: Attack of the Toybots,PS2,2007.0,Platform,0.24,0.19,0.0,0.06,,tbd,E
Raiders of the Lost Ark,2600,1981.0,Action,0.46,0.03,0.0,0.01,,,
Gauntlet,2600,1982.0,Action,0.46,0.03,0.0,0.01,,,
Alice: Madness Returns,X360,2011.0,Adventure,0.27,0.14,0.04,0.04,70.0,8.1,M
Madden NFL 07,Wii,2006.0,Sports,0.46,0.0,0.0,0.04,81.0,8,E
Spider-Man 2,DS,2004.0,Action,0.41,0.02,0.03,0.04,61.0,5,E
Ridge Racer 3D,3DS,2011.0,Racing,0.19,0.15,0.12,0.03,75.0,7.2,E
Picross 3D,DS,2009.0,Puzzle,0.28,0.03,0.16,0.02,83.0,8.4,E
Dynasty Warriors: Gundam 2,PS3,2008.0,Action,0.09,0.06,0.32,0.03,54.0,7,T
Cars Mater-National Championship,Wii,2007.0,Racing,0.46,0.0,0.0,0.04,,6.7,E
Tony Hawk's Underground 2,GBA,2004.0,Sports,0.35,0.13,0.0,0.01,70.0,tbd,E
Super Monkey Ball 3D,3DS,2011.0,Action,0.26,0.15,0.05,0.04,55.0,5.5,E
Euro Truck Simulator,PC,2008.0,Simulation,0.0,0.42,0.0,0.07,,7.6,
SpongeBob SquarePants: Creature from the Krusty Krab,Wii,2006.0,Platform,0.44,0.02,0.0,0.04,57.0,5.6,E
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS3,2015.0,Action,0.0,0.0,0.49,0.0,,,
F1 2012,X360,2012.0,Racing,0.1,0.34,0.0,0.05,84.0,6.9,E
NBA 2K11,Wii,2010.0,Action,0.46,0.01,0.0,0.03,,tbd,E
Ice Hockey,2600,1980.0,Sports,0.46,0.03,0.0,0.01,,,
Tony Hawk's Project 8,X360,2006.0,Sports,0.44,0.02,0.0,0.04,81.0,7.6,T
Babysitting Mama,Wii,2010.0,Simulation,0.33,0.12,0.0,0.04,,tbd,E
Bleach: Soul Resurreccion,PS3,2011.0,Fighting,0.27,0.1,0.07,0.05,58.0,7.2,T
The Matrix: Path of Neo,PS2,2005.0,Action,0.41,0.01,0.0,0.07,69.0,7.9,T
Dragon Ball Z: Supersonic Warriors 2,DS,2005.0,Fighting,0.13,0.02,0.32,0.02,66.0,7.6,E10+
Sonic Lost World,3DS,2013.0,Platform,0.24,0.14,0.07,0.03,59.0,6.5,E10+
WWE Wrestlemania X8,GC,2002.0,Fighting,0.38,0.1,0.0,0.01,64.0,6.9,T
Boogie,Wii,2007.0,Misc,0.43,0.03,0.0,0.04,57.0,5.3,E10+
The Price is Right,DS,2008.0,Misc,0.46,0.0,0.0,0.04,,tbd,E
Power Rangers: Dino Thunder,GBA,2003.0,Action,0.35,0.13,0.0,0.01,49.0,,E
GoldenEye: Rogue Agent,XB,2004.0,Shooter,0.34,0.13,0.0,0.02,61.0,7.2,T
Fire Emblem: Radiant Dawn,Wii,2007.0,Strategy,0.27,0.03,0.17,0.03,78.0,8.7,E10+
The Sims,GC,2003.0,Simulation,0.35,0.13,0.0,0.01,85.0,7.7,T
Plants vs. Zombies: Garden Warfare 2,PS4,2016.0,Shooter,0.2,0.21,0.0,0.08,81.0,7.7,E10+
Grandia III,PS2,2005.0,Role-Playing,0.12,0.1,0.24,0.03,77.0,8.3,T
Ace Combat: Assault Horizon,X360,2011.0,Action,0.3,0.12,0.03,0.04,78.0,6.2,T
Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PS2,2006.0,Shooter,0.0,0.0,0.49,0.0,,,
Mario & Wario,SNES,1993.0,Puzzle,0.0,0.0,0.49,0.0,,,
Scarface: The World is Yours,XB,2006.0,Action,0.37,0.11,0.0,0.02,76.0,8.4,M
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,0.16,0.16,0.13,0.03,65.0,6.4,M
FIFA Soccer 64,N64,1997.0,Sports,0.16,0.3,0.0,0.03,,,
Dreamworks Madagascar Kartz,Wii,2009.0,Racing,0.29,0.15,0.0,0.05,,tbd,E
Star Wars Battlefront: Elite Squadron,DS,2009.0,Shooter,0.42,0.03,0.0,0.04,61.0,5,E10+
Epic Mickey: Power of Illusion,3DS,2012.0,Action,0.36,0.04,0.04,0.04,,,
Kane & Lynch 2: Dog Days,X360,2010.0,Shooter,0.2,0.22,0.01,0.05,,,
J-League Pro Soccer Club wo Tsukurou! 2,SAT,1997.0,Sports,0.0,0.0,0.49,0.0,,,
SpongeBob SquarePants: Creature from the Krusty Krab,DS,2006.0,Platform,0.45,0.0,0.0,0.04,56.0,7.3,E
Backyard Baseball,PS2,2004.0,Sports,0.24,0.19,0.0,0.06,,7.2,E
WipEout Pulse,PS2,2009.0,Racing,0.0,0.15,0.0,0.33,,,
Middle-Earth: Shadow of Mordor,X360,2014.0,Action,0.28,0.16,0.0,0.04,,4.6,M
Barbie Horse Adventures: Wild Horse Rescue,PS2,2003.0,Sports,0.24,0.19,0.0,0.06,,6.6,E
Pokemon Art Academy ,3DS,2014.0,Misc,0.18,0.12,0.16,0.03,76.0,7.7,E
Taiko no Tatsujin: Appare Sandaime,PS2,2003.0,Misc,0.0,0.0,0.49,0.0,,,
One Piece: Grand Battle!,PS,2001.0,Fighting,0.0,0.0,0.46,0.03,,,
Sonic & All-Stars Racing Transformed,PS3,2012.0,Racing,0.08,0.3,0.01,0.09,,,
Medal of Honor,PC,2010.0,Shooter,0.2,0.23,0.0,0.06,72.0,6.4,M
Asphalt 3D,3DS,2011.0,Racing,0.27,0.16,0.02,0.04,43.0,4.4,E10+
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PS2,2009.0,Shooter,0.25,0.01,0.0,0.22,,,
Crazy Taxi,GC,2001.0,Racing,0.36,0.09,0.02,0.01,69.0,7.5,T
Dragon Ball Z: Burst Limit,X360,2008.0,Fighting,0.24,0.18,0.03,0.05,72.0,7.6,T
Spy Hunter 2,PS2,2003.0,Racing,0.24,0.19,0.0,0.06,57.0,6.4,T
Pac-Man World 2,XB,2002.0,Action,0.36,0.11,0.0,0.02,66.0,tbd,E
Die Hard Trilogy 2: Viva Las Vegas,PS,1999.0,Action,0.27,0.18,0.0,0.03,,,
Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PS2,2001.0,Misc,0.0,0.0,0.49,0.0,,,
Sniper: Art of Victory,PC,2008.0,Shooter,0.0,0.45,0.0,0.03,36.0,3.6,M
Tales of Legendia,PS2,2005.0,Role-Playing,0.07,0.05,0.35,0.02,72.0,7.7,T
SimCity 2000,SNES,1995.0,Simulation,0.0,0.0,0.49,0.0,,,
FIFA Soccer 09,DS,2008.0,Sports,0.12,0.31,0.0,0.06,84.0,6.1,E
Steel Diver,3DS,2011.0,Action,0.31,0.09,0.05,0.03,58.0,6.3,E10+
Bravely Second: End Layer,3DS,2015.0,Role-Playing,0.17,0.1,0.18,0.03,81.0,7.4,T
Alone in the Dark,X360,2008.0,Adventure,0.14,0.3,0.0,0.05,58.0,5.7,M
Football Manager Handheld 2009,PSP,2008.0,Sports,0.0,0.47,0.0,0.02,,,
Puzzle & Dragons Z + Super Mario Bros. Edition,3DS,2015.0,Puzzle,0.06,0.07,0.34,0.01,,,
Shrek the Third,PS2,2007.0,Action,0.4,0.02,0.0,0.07,56.0,6.1,E10+
Madagascar: Operation Penguin,GBA,2005.0,Action,0.35,0.13,0.0,0.01,,tbd,E
Need for Speed: Porsche Unleashed,GBA,2004.0,Racing,0.35,0.13,0.0,0.01,62.0,7.8,E
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999.0,Role-Playing,0.0,0.0,0.45,0.03,,,
Far Cry 2,PC,2008.0,Action,0.01,0.45,0.0,0.03,85.0,5.8,M
NFL Street 2,XB,2004.0,Sports,0.36,0.11,0.0,0.02,78.0,6.5,E
Millipede,2600,1983.0,Shooter,0.45,0.03,0.0,0.01,,,
The Legend of the Mystical Ninja,SNES,1991.0,Adventure,0.0,0.0,0.48,0.0,,,
Mad Max (2015),XOne,2015.0,Action,0.28,0.16,0.0,0.04,,,
Rock Band Unplugged,PSP,2009.0,Misc,0.24,0.14,0.0,0.1,79.0,8.6,T
Ultimate I Spy,Wii,2008.0,Adventure,0.45,0.0,0.0,0.03,,tbd,E
Jeopardy!,PS2,2003.0,Misc,0.24,0.18,0.0,0.06,,,
Destroy All Humans! 2,PS2,2006.0,Action,0.4,0.02,0.0,0.07,,,
Skylanders: SuperChargers,WiiU,2015.0,Action,0.25,0.19,0.0,0.04,87.0,5.6,E10+
ECW Hardcore Revolution,PS,1999.0,Fighting,0.27,0.18,0.0,0.03,,,
You're in the Movies,X360,2008.0,Misc,0.27,0.17,0.0,0.05,55.0,5.5,E
Cars 2,X360,2011.0,Racing,0.28,0.15,0.0,0.05,,,
Scene It? Lights Camera Action,X360,2007.0,Misc,0.43,0.01,0.0,0.04,73.0,8.1,T
MotorStorm: Apocalypse,PS3,2011.0,Racing,0.21,0.19,0.0,0.08,77.0,7.7,T
Dark Sector,X360,2008.0,Shooter,0.22,0.2,0.01,0.05,72.0,7.5,M
Wu-Tang: Shaolin Style,PS,1998.0,Fighting,0.27,0.18,0.0,0.03,,,
Tiger Woods PGA Tour 07,X360,2006.0,Sports,0.44,0.0,0.0,0.04,80.0,7.9,E
Plants vs. Zombies: Garden Warfare 2,XOne,2016.0,Shooter,0.29,0.15,0.0,0.04,80.0,8.1,E10+
Mario Golf: World Tour,3DS,2014.0,Sports,0.15,0.13,0.17,0.03,78.0,8.2,E
Secret Weapons Over Normandy,PS2,2003.0,Simulation,0.24,0.18,0.0,0.06,81.0,8.2,T
Harvest Moon 64,N64,1999.0,Simulation,0.25,0.06,0.11,0.06,,,
All-Star Baseball 99,N64,1998.0,Sports,0.44,0.04,0.0,0.0,,,
NCAA Football 09,PS2,2008.0,Sports,0.4,0.02,0.0,0.07,,tbd,E
Bratz: The Movie,PS2,2007.0,Simulation,0.24,0.18,0.0,0.06,,5,E
Crash of the Titans,DS,2007.0,Action,0.42,0.02,0.0,0.04,73.0,5.9,E
Dragon Ball: XenoVerse,PS3,2015.0,Fighting,0.16,0.13,0.14,0.06,,7.1,T
Rayman Raving Rabbids: TV Party,DS,2008.0,Misc,0.44,0.01,0.0,0.04,,tbd,E10+
Lollipop Chainsaw,X360,2012.0,Action,0.31,0.12,0.02,0.04,70.0,7,M
"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",Wii,2009.0,Shooter,0.24,0.19,0.0,0.05,,,
Vigilante 8: 2nd Offense,PS,1999.0,Racing,0.27,0.18,0.0,0.03,,,
The Saboteur,PS3,2009.0,Action,0.2,0.21,0.0,0.07,72.0,8.1,M
Metal Gear Rising: Revengeance,X360,2013.0,Action,0.3,0.14,0.0,0.04,82.0,7.8,M
Atelier Rorona: Alchemist of Arland,PS3,2009.0,Role-Playing,0.22,0.1,0.11,0.05,,,
Theme Park Roller Coaster,PS2,2000.0,Strategy,0.23,0.18,0.0,0.06,82.0,7.9,E
Bass Pro Shops: The Strike,Wii,2009.0,Sports,0.44,0.0,0.0,0.03,,7.6,E
Bakugan Battle Brawlers: Defenders of the Core,DS,2010.0,Action,0.41,0.02,0.02,0.03,,tbd,E10+
NFL Xtreme 2,PS,1999.0,Sports,0.27,0.18,0.0,0.03,,,
Major League Baseball 2K13,X360,2013.0,Sports,0.44,0.0,0.0,0.04,,,
Scrabble 2007 Edition,DS,2007.0,Puzzle,0.0,0.47,0.0,0.0,,,
NHL 16,XOne,2015.0,Sports,0.38,0.05,0.0,0.05,80.0,6,E10+
Midnight Club: Street Racing,GBA,2001.0,Racing,0.34,0.13,0.0,0.01,50.0,5.3,E
Tiger Woods PGA Tour 06,XB,2005.0,Sports,0.35,0.11,0.0,0.02,81.0,5.1,E
Fortune Street,Wii,2011.0,Misc,0.25,0.03,0.17,0.02,68.0,7.5,E
FIFA World Cup Germany 2006,X360,2006.0,Sports,0.19,0.27,0.01,0.0,72.0,6.6,E
Up,PS2,2009.0,Action,0.19,0.05,0.0,0.24,,tbd,E
Grand Prix,2600,1981.0,Racing,0.45,0.03,0.0,0.0,,,
Jake Power: Fireman,DS,2008.0,Adventure,0.08,0.35,0.0,0.05,,tbd,E
World of Outlaws: Sprint Cars 2002,PS2,2002.0,Racing,0.23,0.18,0.0,0.06,80.0,9.1,E
Children of Mana,DS,2006.0,Role-Playing,0.16,0.01,0.29,0.01,65.0,6,E10+
Sonic the Hedgehog,PS3,,Platform,0.0,0.48,0.0,0.0,43.0,4.1,E10+
Fantavision,PS2,2000.0,Puzzle,0.14,0.11,0.19,0.04,72.0,6.3,E
Double Dragon,2600,1989.0,Action,0.45,0.02,0.0,0.01,,,
Alien Trilogy,PS,1996.0,Shooter,0.24,0.16,0.04,0.03,,,
NBA Live 99,N64,1998.0,Sports,0.45,0.02,0.0,0.0,,,
Karate,2600,,Fighting,0.44,0.03,0.0,0.0,,,
X-Men: Next Dimension,PS2,2002.0,Fighting,0.23,0.18,0.0,0.06,61.0,8.7,T
Go Diego Go! Great Dinosaur Rescue,DS,2008.0,Action,0.43,0.01,0.0,0.03,,,
The Godfather (JP sales),PS2,2006.0,Action,0.39,0.02,0.0,0.06,,,
Dynasty Warriors Gundam,PS3,2007.0,Action,0.14,0.01,0.31,0.02,60.0,6.9,T
Doom 3 BFG Edition,X360,2012.0,Shooter,0.28,0.15,0.0,0.04,67.0,6.5,M
Alice in Wonderland,DS,2010.0,Adventure,0.25,0.17,0.0,0.04,78.0,tbd,E10+
Spider-Man 3,Wii,2007.0,Platform,0.42,0.02,0.0,0.04,53.0,5.3,T
Super Puyo Puyo 2,SNES,1995.0,Puzzle,0.0,0.0,0.47,0.0,,,
Rock Band 4,XOne,2015.0,Misc,0.38,0.04,0.0,0.05,79.0,6.4,T
Gauntlet Legends,PS,2000.0,Action,0.26,0.18,0.0,0.03,,,
James Bond 007: Blood Stone,X360,2010.0,Shooter,0.2,0.23,0.0,0.05,62.0,7.1,T
WipEout,PS,1995.0,Action,0.26,0.18,0.0,0.03,,,
Street Fighter X Tekken,X360,2012.0,Fighting,0.31,0.1,0.03,0.04,83.0,4.4,T
Dark Sector,PS3,2008.0,Shooter,0.23,0.16,0.01,0.07,72.0,7.6,M
ICO,PS2,2001.0,Action,0.23,0.18,0.0,0.06,90.0,8.8,T
World of Warcraft: Warlords of Draenor,PC,2014.0,Action,0.08,0.36,0.0,0.03,87.0,5.9,T
Ford Racing Off Road,Wii,2008.0,Racing,0.06,0.39,0.0,0.01,37.0,6.3,E
Cars: Race-O-Rama,DS,2009.0,Racing,0.35,0.08,0.0,0.04,,tbd,E
Dragon Quest 25 Shuunen Kinin: Famicom & Super Famicom Dragon Quest I-II-III,Wii,2011.0,Role-Playing,0.0,0.0,0.47,0.0,,,
Unreal Tournament III,X360,2008.0,Shooter,0.25,0.17,0.01,0.05,82.0,7.6,M
FIFA Soccer 13,WiiU,2012.0,Action,0.17,0.27,0.0,0.04,69.0,6.2,E
Victorious Boxers: Ippo's Road to Glory,PS2,2000.0,Fighting,0.05,0.04,0.38,0.01,75.0,8,T
Densetsu no Stafi,GBA,2002.0,Platform,0.0,0.0,0.46,0.01,,,
Valkyrie Profile 2: Silmeria,PS2,2006.0,Role-Playing,0.04,0.03,0.39,0.01,84.0,9,T
Pinball Hall of Fame: The Williams Collection,Wii,2008.0,Misc,0.41,0.03,0.0,0.04,82.0,8.8,E10+
Hot Wheels Velocity X,PS2,2002.0,Racing,0.23,0.18,0.0,0.06,54.0,7.1,E
MySims Racing,Wii,2009.0,Racing,0.19,0.23,0.0,0.05,68.0,7.4,E
Clash of Elementalists,DS,2010.0,Action,0.0,0.0,0.47,0.0,34.0,tbd,T
F.E.A.R. 2: Project Origin,PS3,2009.0,Shooter,0.19,0.2,0.01,0.08,79.0,7.9,M
The Sims 2: Pets,Wii,2007.0,Simulation,0.41,0.02,0.0,0.04,65.0,7.3,T
L.A. Rush,PS2,2005.0,Racing,0.23,0.18,0.0,0.06,58.0,8,T
Momotarou Dentetsu V,PS,1999.0,Misc,0.0,0.0,0.44,0.03,,,
Doom 64,N64,1997.0,Shooter,0.38,0.08,0.0,0.01,,,
Bomberman Hero,N64,1998.0,Platform,0.27,0.06,0.08,0.05,,,
Automobili Lamborghini,N64,1997.0,Racing,0.28,0.17,0.0,0.01,,,
Quest 64,N64,1998.0,Role-Playing,0.38,0.08,0.0,0.01,,,
Crash: Mind Over Mutant,X360,2008.0,Platform,0.22,0.2,0.0,0.05,60.0,6.5,E10+
Viva Pinata: Trouble in Paradise,X360,2008.0,Simulation,0.16,0.25,0.01,0.05,82.0,7.9,E
Epic Mickey 2: The Power of Two,PS3,2012.0,Action,0.21,0.18,0.0,0.08,59.0,4.3,E
Commando,2600,1987.0,Action,0.44,0.02,0.0,0.0,,,
NBA Ballers: Phenom,PS2,2006.0,Sports,0.23,0.18,0.0,0.06,69.0,8.5,E
Dragon Age Origins: Awakening,X360,2010.0,Role-Playing,0.33,0.1,0.0,0.04,,,
Need for Speed Carbon,XB,2006.0,Racing,0.35,0.1,0.0,0.02,74.0,7.4,E10+
Shadowrun,X360,2007.0,Role-Playing,0.41,0.02,0.0,0.04,66.0,7.5,M
Crazy Taxi: Fare Wars,PSP,2007.0,Racing,0.1,0.22,0.02,0.12,64.0,7.1,E10+
MTV Music Generator,PS,1999.0,Misc,0.26,0.18,0.0,0.03,,,
"Warhammer 40,000: Dawn of War II",PC,2009.0,Strategy,0.0,0.45,0.0,0.02,85.0,8.1,M
